,state,year,incomepcap
4195,New York,1981,12260.0
4196,New York,1982,13321.0
4197,New York,1983,14267.0
4198,New York,1984,15727.0
4199,New York,1985,16761.0
4200,New York,1986,17833.0
4201,New York,1987,18978.0
4202,New York,1988,20720.0
4203,New York,1989,22202.0
4204,New York,1990,23710.0
4205,New York,1991,23685.0
4206,New York,1992,24693.0
4207,New York,1993,25089.0
4208,New York,1994,25807.0
4209,New York,1995,27106.0
4210,New York,1996,28497.0
4211,New York,1997,30012.0
4212,New York,1998,31416.0
4213,New York,1999,32625.0
4214,New York,2000,34623.0
4215,New York,2001,35476.0
4216,New York,2002,35448.0
4217,New York,2003,36264.0
4218,New York,2004,38660.0
4219,New York,2005,41108.0
4220,New York,2006,44567.0
4221,New York,2007,47852.0
4222,New York,2008,49369.0
4223,New York,2009,46699.0
4224,New York,2010,48450.0
4225,New York,2011,51494.0
4226,New York,2012,53982.0
4227,New York,2013,54496.0
4228,New York,2014,56751.0
4229,New York,2015,59235.0
4230,New York,2016,61391.0
4231,New York,2017,65799.0
4232,New York,2018,68609.0
4233,New York,2019,71682.0
4234,New York,2020,
4311,Ohio,1976,6751.0
4312,Ohio,1977,7492.0
4313,Ohio,1978,8283.0
4314,Ohio,1979,9172.0
4315,Ohio,1980,10022.0
4316,Ohio,1981,10922.0
4317,Ohio,1982,11470.0
4318,Ohio,1983,12173.0
4319,Ohio,1984,13437.0
4320,Ohio,1985,14249.0
4321,Ohio,1986,14873.0
4322,Ohio,1987,15529.0
4323,Ohio,1988,16549.0
4324,Ohio,1989,17672.0
4325,Ohio,1990,18638.0
4326,Ohio,1991,19013.0
4327,Ohio,1992,20025.0
4328,Ohio,1993,20676.0
4329,Ohio,1994,21818.0
4330,Ohio,1995,22653.0
4331,Ohio,1996,23545.0
4332,Ohio,1997,24912.0
4333,Ohio,1998,26418.0
4334,Ohio,1999,27293.0
4335,Ohio,2000,28695.0
4336,Ohio,2001,29275.0
4337,Ohio,2002,29849.0
4338,Ohio,2003,30672.0
4339,Ohio,2004,31580.0
4340,Ohio,2005,32445.0
4341,Ohio,2006,34008.0
4342,Ohio,2007,35183.0
4343,Ohio,2008,36392.0
4344,Ohio,2009,35145.0
4345,Ohio,2010,36180.0
4346,Ohio,2011,39063.0
4347,Ohio,2012,40625.0
4348,Ohio,2013,41087.0
4349,Ohio,2014,42740.0
4350,Ohio,2015,44386.0
4351,Ohio,2016,45204.0
4352,Ohio,2017,46804.0
4353,Ohio,2018,48728.0
4354,Ohio,2019,50167.0
4355,Ohio,2020,
4432,Oklahoma,1976,5974.0
4433,Oklahoma,1977,6570.0
4434,Oklahoma,1978,7343.0
4435,Oklahoma,1979,8395.0
4436,Oklahoma,1980,9487.0
4437,Oklahoma,1981,10943.0
4438,Oklahoma,1982,11816.0
4439,Oklahoma,1983,11737.0
4440,Oklahoma,1984,12618.0
4441,Oklahoma,1985,13171.0
4442,Oklahoma,1986,13312.0
4443,Oklahoma,1987,13455.0
4444,Oklahoma,1988,14166.0
4445,Oklahoma,1989,15192.0
4446,Oklahoma,1990,16077.0
4447,Oklahoma,1991,16434.0
4448,Oklahoma,1992,17269.0
4449,Oklahoma,1993,17772.0
4450,Oklahoma,1994,18427.0
4451,Oklahoma,1995,18973.0
4452,Oklahoma,1996,19936.0
4453,Oklahoma,1997,20899.0
4454,Oklahoma,1998,21949.0
4455,Oklahoma,1999,22757.0
4456,Oklahoma,2000,24602.0
4457,Oklahoma,2001,26200.0
4458,Oklahoma,2002,26185.0
4459,Oklahoma,2003,26862.0
4460,Oklahoma,2004,28702.0
4461,Oklahoma,2005,30333.0
4462,Oklahoma,2006,33040.0
4463,Oklahoma,2007,34329.0
4464,Oklahoma,2008,37690.0
4465,Oklahoma,2009,34004.0
4466,Oklahoma,2010,35396.0
4467,Oklahoma,2011,39033.0
4468,Oklahoma,2012,41461.0
4469,Oklahoma,2013,43090.0
4470,Oklahoma,2014,45531.0
4471,Oklahoma,2015,44181.0
4472,Oklahoma,2016,41868.0
4473,Oklahoma,2017,43769.0
4474,Oklahoma,2018,45806.0
4475,Oklahoma,2019,47297.0
4476,Oklahoma,2020,
4553,Oregon,1976,6898.0
4554,Oregon,1977,7526.0
4555,Oregon,1978,8409.0
4556,Oregon,1979,9295.0
4557,Oregon,1980,10086.0
4558,Oregon,1981,10802.0
4559,Oregon,1982,11116.0
4560,Oregon,1983,11849.0
4561,Oregon,1984,12811.0
4562,Oregon,1985,13429.0
4563,Oregon,1986,14059.0
4564,Oregon,1987,14724.0
4565,Oregon,1988,15776.0
4566,Oregon,1989,16956.0
4567,Oregon,1990,17895.0
4568,Oregon,1991,18469.0
4569,Oregon,1992,19201.0
4570,Oregon,1993,20077.0
4571,Oregon,1994,21219.0
4572,Oregon,1995,22531.0
4573,Oregon,1996,23751.0
4574,Oregon,1997,24854.0
4575,Oregon,1998,26016.0
4576,Oregon,1999,27016.0
4577,Oregon,2000,28728.0
4578,Oregon,2001,29250.0
4579,Oregon,2002,29797.0
4580,Oregon,2003,30582.0
4581,Oregon,2004,31650.0
4582,Oregon,2005,32557.0
4583,Oregon,2006,34706.0
4584,Oregon,2007,35950.0
4585,Oregon,2008,37399.0
4586,Oregon,2009,35571.0
4587,Oregon,2010,36427.0
4588,Oregon,2011,37812.0
4589,Oregon,2012,39591.0
4590,Oregon,2013,40003.0
4591,Oregon,2014,42469.0
4592,Oregon,2015,45133.0
4593,Oregon,2016,46548.0
4594,Oregon,2017,48719.0
4595,Oregon,2018,51479.0
4596,Oregon,2019,53212.0
4597,Oregon,2020,
4674,Pennsylvania,1976,6796.0
4675,Pennsylvania,1977,7473.0
4676,Pennsylvania,1978,8262.0
4677,Pennsylvania,1979,9142.0
4678,Pennsylvania,1980,10040.0
4679,Pennsylvania,1981,11100.0
4680,Pennsylvania,1982,11880.0
4681,Pennsylvania,1983,12448.0
4682,Pennsylvania,1984,13468.0
4683,Pennsylvania,1985,14318.0
4684,Pennsylvania,1986,15017.0
4685,Pennsylvania,1987,15857.0
4686,Pennsylvania,1988,17067.0
4687,Pennsylvania,1989,18412.0
4688,Pennsylvania,1990,19433.0
4689,Pennsylvania,1991,20171.0
4690,Pennsylvania,1992,21050.0
4691,Pennsylvania,1993,21655.0
4692,Pennsylvania,1994,22355.0
4693,Pennsylvania,1995,23226.0
4694,Pennsylvania,1996,24384.0
4695,Pennsylvania,1997,25566.0
4696,Pennsylvania,1998,27367.0
4697,Pennsylvania,1999,28348.0
4698,Pennsylvania,2000,30113.0
4699,Pennsylvania,2001,30683.0
4700,Pennsylvania,2002,31438.0
4701,Pennsylvania,2003,32288.0
4702,Pennsylvania,2004,33664.0
4703,Pennsylvania,2005,34719.0
4704,Pennsylvania,2006,36984.0
4705,Pennsylvania,2007,38927.0
4706,Pennsylvania,2008,40671.0
4707,Pennsylvania,2009,39420.0
4708,Pennsylvania,2010,40599.0
4709,Pennsylvania,2011,44201.0
4710,Pennsylvania,2012,46011.0
4711,Pennsylvania,2013,46400.0
4712,Pennsylvania,2014,48418.0
4713,Pennsylvania,2015,50387.0
4714,Pennsylvania,2016,51793.0
4715,Pennsylvania,2017,53277.0
4716,Pennsylvania,2018,55996.0
4717,Pennsylvania,2019,58046.0
4718,Pennsylvania,2020,
4795,Rhode Island,1976,6402.0
4796,Rhode Island,1977,6975.0
4797,Rhode Island,1978,7636.0
4798,Rhode Island,1979,8497.0
4799,Rhode Island,1980,9645.0
4800,Rhode Island,1981,10733.0
4801,Rhode Island,1982,11540.0
4802,Rhode Island,1983,12389.0
4803,Rhode Island,1984,13629.0
4804,Rhode Island,1985,14538.0
4805,Rhode Island,1986,15445.0
4806,Rhode Island,1987,16387.0
4807,Rhode Island,1988,17909.0
4808,Rhode Island,1989,19389.0
4809,Rhode Island,1990,19821.0
4810,Rhode Island,1991,19981.0
4811,Rhode Island,1992,20820.0
4812,Rhode Island,1993,21600.0
4813,Rhode Island,1994,22199.0
4814,Rhode Island,1995,23364.0
4815,Rhode Island,1996,24299.0
4816,Rhode Island,1997,25621.0
4817,Rhode Island,1998,26945.0
4818,Rhode Island,1999,27741.0
4819,Rhode Island,2000,29498.0
4820,Rhode Island,2001,31197.0
4821,Rhode Island,2002,32160.0
4822,Rhode Island,2003,33477.0
4823,Rhode Island,2004,34976.0
4824,Rhode Island,2005,36117.0
4825,Rhode Island,2006,38251.0
4826,Rhode Island,2007,40349.0
4827,Rhode Island,2008,41819.0
4828,Rhode Island,2009,40706.0
4829,Rhode Island,2010,42095.0
4830,Rhode Island,2011,44663.0
4831,Rhode Island,2012,46270.0
4832,Rhode Island,2013,46205.0
4833,Rhode Island,2014,48143.0
4834,Rhode Island,2015,49901.0
4835,Rhode Island,2016,50604.0
4836,Rhode Island,2017,52600.0
4837,Rhode Island,2018,54377.0
4838,Rhode Island,2019,56426.0
4839,Rhode Island,2020,
4916,South Carolina,1976,5255.0
4917,South Carolina,1977,5668.0
4918,South Carolina,1978,6301.0
4919,South Carolina,1979,6988.0
4920,South Carolina,1980,7736.0
4921,South Carolina,1981,8606.0
4922,South Carolina,1982,9078.0
4923,South Carolina,1983,9790.0
4924,South Carolina,1984,10900.0
4925,South Carolina,1985,11590.0
4926,South Carolina,1986,12194.0
4927,South Carolina,1987,12939.0
4928,South Carolina,1988,13906.0
4929,South Carolina,1989,14931.0
4930,South Carolina,1990,15844.0
4931,South Carolina,1991,16256.0
4932,South Carolina,1992,17010.0
4933,South Carolina,1993,17651.0
4934,South Carolina,1994,18579.0
4935,South Carolina,1995,19384.0
4936,South Carolina,1996,20359.0
4937,South Carolina,1997,21287.0
4938,South Carolina,1998,22573.0
4939,South Carolina,1999,23550.0
4940,South Carolina,2000,25076.0
4941,South Carolina,2001,25637.0
4942,South Carolina,2002,26049.0
4943,South Carolina,2003,26663.0
4944,South Carolina,2004,27844.0
4945,South Carolina,2005,29131.0
4946,South Carolina,2006,30794.0
4947,South Carolina,2007,31990.0
4948,South Carolina,2008,32962.0
4949,South Carolina,2009,31646.0
4950,South Carolina,2010,32460.0
4951,South Carolina,2011,34068.0
4952,South Carolina,2012,35558.0
4953,South Carolina,2013,35713.0
4954,South Carolina,2014,37599.0
4955,South Carolina,2015,39413.0
4956,South Carolina,2016,40527.0
4957,South Carolina,2017,42178.0
4958,South Carolina,2018,43847.0
4959,South Carolina,2019,45359.0
4960,South Carolina,2020,
5037,South Dakota,1976,5600.0
5038,South Dakota,1977,6352.0
5039,South Dakota,1978,7302.0
5040,South Dakota,1979,8059.0
5041,South Dakota,1980,8054.0
5042,South Dakota,1981,9410.0
5043,South Dakota,1982,9946.0
5044,South Dakota,1983,10293.0
5045,South Dakota,1984,11621.0
5046,South Dakota,1985,11898.0
5047,South Dakota,1986,12452.0
5048,South Dakota,1987,13133.0
5049,South Dakota,1988,13631.0
5050,South Dakota,1989,14653.0
5051,South Dakota,1990,16075.0
5052,South Dakota,1991,16666.0
5053,South Dakota,1992,17740.0
5054,South Dakota,1993,18248.0
5055,South Dakota,1994,19503.0
5056,South Dakota,1995,19610.0
5057,South Dakota,1996,21672.0
5058,South Dakota,1997,22085.0
5059,South Dakota,1998,23736.0
5060,South Dakota,1999,24816.0
5061,South Dakota,2000,26421.0
5062,South Dakota,2001,27865.0
5063,South Dakota,2002,28103.0
5064,South Dakota,2003,30526.0
5065,South Dakota,2004,32294.0
5066,South Dakota,2005,33306.0
5067,South Dakota,2006,33948.0
5068,South Dakota,2007,36993.0
5069,South Dakota,2008,40306.0
5070,South Dakota,2009,38240.0
5071,South Dakota,2010,39593.0
5072,South Dakota,2011,44604.0
5073,South Dakota,2012,45163.0
5074,South Dakota,2013,45219.0
5075,South Dakota,2014,46927.0
5076,South Dakota,2015,48640.0
5077,South Dakota,2016,48685.0
5078,South Dakota,2017,49738.0
5079,South Dakota,2018,52592.0
5080,South Dakota,2019,53812.0
5081,South Dakota,2020,
5158,Tennessee,1976,5570.0
5159,Tennessee,1977,6089.0
5160,Tennessee,1978,6862.0
5161,Tennessee,1979,7555.0
5162,Tennessee,1980,8227.0
5163,Tennessee,1981,9120.0
5164,Tennessee,1982,9696.0
5165,Tennessee,1983,10293.0
5166,Tennessee,1984,11413.0
5167,Tennessee,1985,12152.0
5168,Tennessee,1986,12895.0
5169,Tennessee,1987,13754.0
5170,Tennessee,1988,14783.0
5171,Tennessee,1989,15718.0
5172,Tennessee,1990,16574.0
5173,Tennessee,1991,17242.0
5174,Tennessee,1992,18527.0
5175,Tennessee,1993,19331.0
5176,Tennessee,1994,20283.0
5177,Tennessee,1995,21339.0
5178,Tennessee,1996,22136.0
5179,Tennessee,1997,23031.0
5180,Tennessee,1998,24462.0
5181,Tennessee,1999,25370.0
5182,Tennessee,2000,26689.0
5183,Tennessee,2001,27551.0
5184,Tennessee,2002,28162.0
5185,Tennessee,2003,29041.0
5186,Tennessee,2004,30285.0
5187,Tennessee,2005,31327.0
5188,Tennessee,2006,32885.0
5189,Tennessee,2007,34221.0
5190,Tennessee,2008,35126.0
5191,Tennessee,2009,33802.0
5192,Tennessee,2010,34955.0
5193,Tennessee,2011,37610.0
5194,Tennessee,2012,39285.0
5195,Tennessee,2013,39406.0
5196,Tennessee,2014,40778.0
5197,Tennessee,2015,42599.0
5198,Tennessee,2016,43591.0
5199,Tennessee,2017,45193.0
5200,Tennessee,2018,47165.0
5201,Tennessee,2019,48676.0
5202,Tennessee,2020,
5279,Texas,1976,6347.0
5280,Texas,1977,6943.0
5281,Texas,1978,7856.0
5282,Texas,1979,8832.0
5283,Texas,1980,9870.0
5284,Texas,1981,11320.0
5285,Texas,1982,11965.0
5286,Texas,1983,12348.0
5287,Texas,1984,13377.0
5288,Texas,1985,14110.0
5289,Texas,1986,14182.0
5290,Texas,1987,14453.0
5291,Texas,1988,15245.0
5292,Texas,1989,16165.0
5293,Texas,1990,17260.0
5294,Texas,1991,17763.0
5295,Texas,1992,18765.0
5296,Texas,1993,19413.0
5297,Texas,1994,20161.0
5298,Texas,1995,21070.0
5299,Texas,1996,22260.0
5300,Texas,1997,23812.0
5301,Texas,1998,25376.0
5302,Texas,1999,26399.0
5303,Texas,2000,28506.0
5304,Texas,2001,29185.0
5305,Texas,2002,28966.0
5306,Texas,2003,29622.0
5307,Texas,2004,31115.0
5308,Texas,2005,33220.0
5309,Texas,2006,35287.0
5310,Texas,2007,37098.0
5311,Texas,2008,39704.0
5312,Texas,2009,36458.0
5313,Texas,2010,37706.0
5314,Texas,2011,41245.0
5315,Texas,2012,43407.0
5316,Texas,2013,43797.0
5317,Texas,2014,46312.0
5318,Texas,2015,46555.0
5319,Texas,2016,45803.0
5320,Texas,2017,48402.0
5321,Texas,2018,51144.0
5322,Texas,2019,52829.0
5323,Texas,2020,
5400,Utah,1976,5755.0
5401,Utah,1977,6344.0
5402,Utah,1978,7055.0
5403,Utah,1979,7792.0
5404,Utah,1980,8492.0
5405,Utah,1981,9347.0
5406,Utah,1982,9953.0
5407,Utah,1983,10506.0
5408,Utah,1984,11371.0
5409,Utah,1985,11926.0
5410,Utah,1986,12322.0
5411,Utah,1987,12652.0
5412,Utah,1988,13162.0
5413,Utah,1989,13941.0
5414,Utah,1990,14847.0
5415,Utah,1991,15479.0
5416,Utah,1992,16135.0
5417,Utah,1993,16845.0
5418,Utah,1994,17775.0
5419,Utah,1995,18765.0
5420,Utah,1996,19899.0
5421,Utah,1997,21001.0
5422,Utah,1998,22188.0
5423,Utah,1999,22943.0
5424,Utah,2000,24515.0
5425,Utah,2001,25618.0
5426,Utah,2002,25754.0
5427,Utah,2003,26051.0
5428,Utah,2004,27254.0
5429,Utah,2005,29104.0
5430,Utah,2006,31035.0
5431,Utah,2007,32761.0
5432,Utah,2008,34034.0
5433,Utah,2009,31886.0
5434,Utah,2010,32473.0
5435,Utah,2011,34193.0
5436,Utah,2012,36130.0
5437,Utah,2013,36715.0
5438,Utah,2014,38505.0
5439,Utah,2015,40874.0
5440,Utah,2016,42342.0
5441,Utah,2017,44142.0
5442,Utah,2018,46984.0
5443,Utah,2019,48978.0
5444,Utah,2020,
5521,Virginia,1976,6549.0
5522,Virginia,1977,7193.0
5523,Virginia,1978,8025.0
5524,Virginia,1979,8950.0
5525,Virginia,1980,10107.0
5526,Virginia,1981,11227.0
5527,Virginia,1982,12095.0
5528,Virginia,1983,12993.0
5529,Virginia,1984,14298.0
5530,Virginia,1985,15284.0
5531,Virginia,1986,16188.0
5532,Virginia,1987,17191.0
5533,Virginia,1988,18442.0
5534,Virginia,1989,19614.0
5535,Virginia,1990,20312.0
5536,Virginia,1991,20953.0
5537,Virginia,1992,21842.0
5538,Virginia,1993,22596.0
5539,Virginia,1994,23534.0
5540,Virginia,1995,24360.0
5541,Virginia,1996,25354.0
5542,Virginia,1997,26695.0
5543,Virginia,1998,28199.0
5544,Virginia,1999,29617.0
5545,Virginia,2000,31634.0
5546,Virginia,2001,33246.0
5547,Virginia,2002,33737.0
5548,Virginia,2003,35033.0
5549,Virginia,2004,36869.0
5550,Virginia,2005,38898.0
5551,Virginia,2006,41218.0
5552,Virginia,2007,43261.0
5553,Virginia,2008,44688.0
5554,Virginia,2009,43187.0
5555,Virginia,2010,44246.0
5556,Virginia,2011,47764.0
5557,Virginia,2012,49571.0
5558,Virginia,2013,48838.0
5559,Virginia,2014,50734.0
5560,Virginia,2015,52707.0
5561,Virginia,2016,53744.0
5562,Virginia,2017,55582.0
5563,Virginia,2018,57898.0
5564,Virginia,2019,59509.0
5565,Virginia,2020,
5642,Vermont,1976,5747.0
5643,Vermont,1977,6153.0
5644,Vermont,1978,6979.0
5645,Vermont,1979,7756.0
5646,Vermont,1980,8599.0
5647,Vermont,1981,9650.0
5648,Vermont,1982,10324.0
5649,Vermont,1983,10930.0
5650,Vermont,1984,11977.0
5651,Vermont,1985,12867.0
5652,Vermont,1986,13731.0
5653,Vermont,1987,14755.0
5654,Vermont,1988,15822.0
5655,Vermont,1989,17195.0
5656,Vermont,1990,17643.0
5657,Vermont,1991,17869.0
5658,Vermont,1992,18941.0
5659,Vermont,1993,19446.0
5660,Vermont,1994,20255.0
5661,Vermont,1995,21057.0
5662,Vermont,1996,22106.0
5663,Vermont,1997,23168.0
5664,Vermont,1998,24921.0
5665,Vermont,1999,26268.0
5666,Vermont,2000,28196.0
5667,Vermont,2001,29477.0
5668,Vermont,2002,29994.0
5669,Vermont,2003,30960.0
5670,Vermont,2004,32640.0
5671,Vermont,2005,33317.0
5672,Vermont,2006,35867.0
5673,Vermont,2007,37820.0
5674,Vermont,2008,39403.0
5675,Vermont,2009,38849.0
5676,Vermont,2010,40098.0
5677,Vermont,2011,43774.0
5678,Vermont,2012,45334.0
5679,Vermont,2013,45912.0
5680,Vermont,2014,47766.0
5681,Vermont,2015,49348.0
5682,Vermont,2016,50363.0
5683,Vermont,2017,51632.0
5684,Vermont,2018,53493.0
5685,Vermont,2019,55288.0
5686,Vermont,2020,
5763,Washington,1976,7165.0
5764,Washington,1977,7797.0
5765,Washington,1978,8820.0
5766,Washington,1979,9847.0
5767,Washington,1980,10810.0
5768,Washington,1981,11834.0
5769,Washington,1982,12435.0
5770,Washington,1983,13144.0
5771,Washington,1984,13972.0
5772,Washington,1985,14619.0
5773,Washington,1986,15422.0
5774,Washington,1987,16090.0
5775,Washington,1988,17055.0
5776,Washington,1989,18405.0
5777,Washington,1990,19637.0
5778,Washington,1991,20583.0
5779,Washington,1992,21581.0
5780,Washington,1993,22139.0
5781,Washington,1994,22981.0
5782,Washington,1995,23778.0
5783,Washington,1996,25280.0
5784,Washington,1997,26749.0
5785,Washington,1998,28821.0
5786,Washington,1999,30521.0
5787,Washington,2000,32410.0
5788,Washington,2001,32966.0
5789,Washington,2002,33126.0
5790,Washington,2003,33909.0
5791,Washington,2004,35998.0
5792,Washington,2005,36766.0
5793,Washington,2006,39570.0
5794,Washington,2007,42192.0
5795,Washington,2008,44098.0
5796,Washington,2009,41795.0
5797,Washington,2010,42570.0
5798,Washington,2011,44670.0
5799,Washington,2012,47728.0
5800,Washington,2013,48280.0
5801,Washington,2014,51481.0
5802,Washington,2015,53843.0
5803,Washington,2016,55762.0
5804,Washington,2017,58400.0
5805,Washington,2018,62185.0
5806,Washington,2019,64766.0
5807,Washington,2020,
5884,Wisconsin,1976,6679.0
5885,Wisconsin,1977,7403.0
5886,Wisconsin,1978,8247.0
5887,Wisconsin,1979,9197.0
5888,Wisconsin,1980,10085.0
5889,Wisconsin,1981,10973.0
5890,Wisconsin,1982,11573.0
5891,Wisconsin,1983,12026.0
5892,Wisconsin,1984,13112.0
5893,Wisconsin,1985,13719.0
5894,Wisconsin,1986,14424.0
5895,Wisconsin,1987,15182.0
5896,Wisconsin,1988,15953.0
5897,Wisconsin,1989,17192.0
5898,Wisconsin,1990,17986.0
5899,Wisconsin,1991,18494.0
5900,Wisconsin,1992,19674.0
5901,Wisconsin,1993,20398.0
5902,Wisconsin,1994,21550.0
5903,Wisconsin,1995,22387.0
5904,Wisconsin,1996,23509.0
5905,Wisconsin,1997,24777.0
5906,Wisconsin,1998,26619.0
5907,Wisconsin,1999,27652.0
5908,Wisconsin,2000,29141.0
5909,Wisconsin,2001,30105.0
5910,Wisconsin,2002,30799.0
5911,Wisconsin,2003,31619.0
5912,Wisconsin,2004,32699.0
5913,Wisconsin,2005,33635.0
5914,Wisconsin,2006,35598.0
5915,Wisconsin,2007,36831.0
5916,Wisconsin,2008,38151.0
5917,Wisconsin,2009,36927.0
5918,Wisconsin,2010,38177.0
5919,Wisconsin,2011,41170.0
5920,Wisconsin,2012,43027.0
5921,Wisconsin,2013,43176.0
5922,Wisconsin,2014,44930.0
5923,Wisconsin,2015,46843.0
5924,Wisconsin,2016,47577.0
5925,Wisconsin,2017,49239.0
5926,Wisconsin,2018,51611.0
5927,Wisconsin,2019,53207.0
5928,Wisconsin,2020,
6005,West Virginia,1976,5468.0
6006,West Virginia,1977,6026.0
6007,West Virginia,1978,6667.0
6008,West Virginia,1979,7373.0
6009,West Virginia,1980,8066.0
6010,West Virginia,1981,8767.0
6011,West Virginia,1982,9340.0
6012,West Virginia,1983,9575.0
6013,West Virginia,1984,10355.0
6014,West Virginia,1985,10851.0
6015,West Virginia,1986,11212.0
6016,West Virginia,1987,11619.0
6017,West Virginia,1988,12532.0
6018,West Virginia,1989,13398.0
6019,West Virginia,1990,14436.0
6020,West Virginia,1991,15086.0
6021,West Virginia,1992,16081.0
6022,West Virginia,1993,16549.0
6023,West Virginia,1994,17269.0
6024,West Virginia,1995,17817.0
6025,West Virginia,1996,18567.0
6026,West Virginia,1997,19373.0
6027,West Virginia,1998,20472.0
6028,West Virginia,1999,21049.0
6029,West Virginia,2000,22173.0
6030,West Virginia,2001,23573.0
6031,West Virginia,2002,24302.0
6032,West Virginia,2003,24773.0
6033,West Virginia,2004,25599.0
6034,West Virginia,2005,26443.0
6035,West Virginia,2006,28372.0
6036,West Virginia,2007,29497.0
6037,West Virginia,2008,31310.0
6038,West Virginia,2009,31075.0
6039,West Virginia,2010,31999.0
6040,West Virginia,2011,34121.0
6041,West Virginia,2012,35105.0
6042,West Virginia,2013,34929.0
6043,West Virginia,2014,36131.0
6044,West Virginia,2015,37036.0
6045,West Virginia,2016,37070.0
6046,West Virginia,2017,38891.0
6047,West Virginia,2018,41154.0
6048,West Virginia,2019,42242.0
6049,West Virginia,2020,
6126,Wyoming,1976,7224.0
6127,Wyoming,1977,8152.0
6128,Wyoming,1978,9366.0
6129,Wyoming,1979,10515.0
6130,Wyoming,1980,11668.0
6131,Wyoming,1981,12808.0
6132,Wyoming,1982,13349.0
6133,Wyoming,1983,12703.0
6134,Wyoming,1984,13416.0
6135,Wyoming,1985,14137.0
6136,Wyoming,1986,14244.0
6137,Wyoming,1987,14287.0
6138,Wyoming,1988,14821.0
6139,Wyoming,1989,16382.0
6140,Wyoming,1990,17910.0
6141,Wyoming,1991,18589.0
6142,Wyoming,1992,19344.0
6143,Wyoming,1993,20065.0
6144,Wyoming,1994,20741.0
6145,Wyoming,1995,21358.0
6146,Wyoming,1996,22233.0
6147,Wyoming,1997,23774.0
6148,Wyoming,1998,25496.0
6149,Wyoming,1999,27192.0
6150,Wyoming,2000,29261.0
6151,Wyoming,2001,31216.0
6152,Wyoming,2002,31890.0
6153,Wyoming,2003,33634.0
6154,Wyoming,2004,35825.0
6155,Wyoming,2005,38839.0
6156,Wyoming,2006,43836.0
6157,Wyoming,2007,45281.0
6158,Wyoming,2008,49222.0
6159,Wyoming,2009,43489.0
6160,Wyoming,2010,44861.0
6161,Wyoming,2011,49968.0
6162,Wyoming,2012,53491.0
6163,Wyoming,2013,52847.0
6164,Wyoming,2014,56649.0
6165,Wyoming,2015,56745.0
6166,Wyoming,2016,54073.0
6167,Wyoming,2017,56421.0
6168,Wyoming,2018,60537.0
6169,Wyoming,2019,62044.0
6170,Wyoming,2020,
